"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1622990184475410434 2023-02-07 16:06:28 +0000 <Mmmm97201735> Donald Alick Hyman Harper #POS #福利  https://t.co/o1buq8rf9G
",mmmm donald alick hyman harper pos 福利,0,0,0.0,neutral
"1623704316031692800 2023-02-09 15:24:10 +0000 <EbethCompton> @DeadlineWH @MichaelCohen212 @NicolleDWallace Wonder if police could get a DNA swab if Trump’s arrested? Give that to Carroll J attorneys-who have been waiting patiently? Ball rolling eh
",ebethcompton wonder if police could get a dna swab if trump’s arrested give that to carroll j attorneyswho have been waiting patiently ball rolling eh,0,0,-0.4767,negative
"1623296328678645767 2023-02-08 12:22:58 +0000 <TheWidestAngle> @ThePoliticalPom Biden wiped Trumps insulin legislation first day in office I believe. Then turned around and did the same thing and took credit for it. Meanwhile, who knows how many couldn’t afford insulin waiting for it to go back down. Bi-Partisan Politics KILLS people
",thewidestangle biden wiped trumps insulin legislation first day in office i believe then turned around and did the same thing and took credit for it meanwhile who knows how many couldn’t afford insulin waiting for it to go back down bipartisan politics kills people,0,0,-0.2263,negative
"1623304601557426179 2023-02-08 12:55:51 +0000 <KennyEdw> @StopAntisemites @joerogan Scottish people revel in their international reputation as thrifty. Scotland gave the world pensions and life insurance. Trump’s own mother was as tight as a duck’s ass. Scottish people are over-represented in the banking and investment industry globally. I’m so proud.
",kennyedw scottish people revel in their international reputation as thrifty scotland gave the world pensions and life insurance trump’s own mother was as tight as a duck’s ass scottish people are overrepresented in the banking and investment industry globally i’m so proud,0,0,0.1258,positive
"1623353220621041665 2023-02-08 16:09:02 +0000 <AMISHPA99598328> GOLDEN TRUMP CHECK IS WAITING TO BE IN YOUR HANDS 60% OFF (OFFICIAL WEBSITE)  https://t.co/MQCULCFGEp #Trump #goldentrumpcard  #DonaldTrump
",amishpa golden trump check is waiting to be in your hands off official website trump goldentrumpcard donaldtrump,0,0,0.0,neutral
"1623358255371063296 2023-02-08 16:29:03 +0000 <DougWahl1> BREAKING- Michael Cohen is meeting right now with the Manhattan District Attorney's Office about Trump's role in alleged hush payments to a porn actress before the 2016 election.
",dougwahl breaking michael cohen is meeting right now with the manhattan district attorneys office about trumps role in alleged hush payments to a porn actress before the election,0,0,0.0,neutral
"1622988832869085194 2023-02-07 16:01:06 +0000 <Kuszabita> Tusk Donald to zawodowy hochsztapler.
",kuszabita tusk donald to zawodowy hochsztapler,0,0,0.0,neutral
"1623341477328740354 2023-02-08 15:22:23 +0000 <EynoufElizabeth> Trump delivers ‘The Real State of the Union': Come on Joe, you can do it!'  https://t.co/CvVQT0GHKr
",eynoufelizabeth trump delivers ‘the real state of the union come on joe you can do it,0,0,0.0,neutral
"1623350687294754816 2023-02-08 15:58:58 +0000 <Irishtylib> @Thedudeabides93 @NoLieWithBTC @SpeakerMcCarthy No it’s worse. Completely worse. She destroyed government property. And made a complete mockery of herself and the POTUS at that  https://t.co/iNGqrLpJjJ him or not.And let’s not forget the left had outbursts the same exact way in during Trumps speeches.
",irishtylib no it’s worse completely worse she destroyed government property and made a complete mockery of herself and the potus at that him or notand let’s not forget the left had outbursts the same exact way in during trumps speeches,0,0,-0.9099,negative
"1623331096300593153 2023-02-08 14:41:08 +0000 <TrueWilliams1> @AxePatriot @mitchellvii @SarahHuckabee @realDonaldTrump @GovRonDeSantis Except when asked if she’s endorsing him she said she wasn’t endorsing anyone right now.   What’s the hold up?   She, like DeSantis, should have endorsed Trump immediately for loyalty reasons &amp; beyond. They should be working to get him elected.  Both have careers bc of Trump!
",truewilliams except when asked if she’s endorsing him she said she wasn’t endorsing anyone right now what’s the hold up she like desantis should have endorsed trump immediately for loyalty reasons amp beyond they should be working to get him elected both have careers bc of trump,0,0,0.7906,positive
"1623991281033814016 2023-02-10 10:24:28 +0000 <HeavenUdumbara> Trump Calls Key Biden Policy 'A Gift To China'  https://t.co/20V2BejyK4
",heavenudumbara trump calls key biden policy a gift to china,0,0,0.4404,positive
"1622979363296751621 2023-02-07 15:23:28 +0000 <shabbyshopgirls> BOYS Disney Aloha Shirt - Size Large - Disney Cruise Lines Shirt - Castaway Cay Bahamas - Mickey Mouse Donald Pluto Goofy - Vacation - Gift  https://t.co/JyymMkChkd via @Etsy
",shabbyshopgirls boys disney aloha shirt size large disney cruise lines shirt castaway cay bahamas mickey mouse donald pluto goofy vacation gift via,0,0,0.4404,positive
"1623707832691625984 2023-02-09 15:38:09 +0000 <O_Ceallaighs> ""To be blunt, people would vote for me. They just would. Why? Maybe because I'm so good looking.""  - Donald J Trump -  New York Times, 19/9/99  https://t.co/b5ORPD9cwF
",oceallaighs to be blunt people would vote for me they just would why maybe because im so good looking donald j trump new york times,0,0,0.5777,positive
"1622961038877511681 2023-02-07 14:10:39 +0000 <Olajvde> @Donald_flacko 🤝
",olajvde 🤝,0,0,0.0,neutral
"1622923937205342209 2023-02-07 11:43:13 +0000 <wjsdcb> #NowPlaying H Gang / Donald Fagen / Morph the Cat  https://t.co/TVJNxOnuAl
",wjsdcb nowplaying h gang donald fagen morph the cat,0,0,0.0,neutral
"1623350641748852736 2023-02-08 15:58:48 +0000 <chrystal33028> @marcorubio During the Trump years, 3 Chinese balloons breached US sovereignty. In Florida. In Texas. In Hawaii.  Yet you say nothing about that. Seems like Trump was correct about you. Naming you ""little Marco"" is spot on. Not b/c of your height. Because of the small-minded person you are.
",chrystal during the trump years chinese balloons breached us sovereignty in florida in texas in hawaii yet you say nothing about that seems like trump was correct about you naming you little marco is spot on not bc of your height because of the smallminded person you are,0,0,0.3612,positive
"1623302458331070465 2023-02-08 12:47:20 +0000 <BNews_Off> (FR) Les cartes magiques de Donald Trump sur les greens Source : La libre   https://t.co/WiX5db7aXe
",bnewsoff fr les cartes magiques de donald trump sur les greens source la libre,0,0,0.0,neutral
"1623693183539466243 2023-02-09 14:39:56 +0000 <2healnow> On order from Trump, Republicans throw a hissy fit during Biden's State of the Union |  https://t.co/FSiKrDPXmZ  https://t.co/0OJED6OlCf
",healnow on order from trump republicans throw a hissy fit during bidens state of the union,0,0,0.3612,positive
"1623281980442828802 2023-02-08 11:25:57 +0000 <Whoremembers5> @SenatorTimScott Crazy liar @SaraHuckabeeSa1 got it right. The @GOP want you to pay more for drugs, want to add to the deficit and debt but don’t want to pay the bills, and push Putin’s communism and Trump’s insurrection over NATO’s democracy. #NoThanks #Liar #TraitorToDemocracy #GOPCrazy
",whoremembers crazy liar got it right the want you to pay more for drugs want to add to the deficit and debt but don’t want to pay the bills and push putin’s communism and trump’s insurrection over nato’s democracy nothanks liar traitortodemocracy gopcrazy,0,0,-0.8735,negative
"1622998994799542272 2023-02-07 16:41:28 +0000 <WhtEva234> @MadScientistFF I hate the bastard. Aaron Rodgers, Aaron Donald and (convicted murderer) Aaron Hernandez.
",whteva i hate the bastard aaron rodgers aaron donald and convicted murderer aaron hernandez,0,0,-0.9153,negative
"1622972189355171840 2023-02-07 14:54:57 +0000 <AnarchistMary> @repmayraflores Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623289562909884419 2023-02-08 11:56:05 +0000 <yardtour> @townhallcom @SarahHuckabee Nicolle Wallace brought up a great point about Sarah's corny story about her &amp; trump going to Iraq to see the troops.   Trump has called our fallen soldiers ""SUCKERS and LOSERS,"" and has NEVER wanted wounded veterans and amputees to attend military parades bc it's a ""bad look.""
",yardtour nicolle wallace brought up a great point about sarahs corny story about her amp trump going to iraq to see the troops trump has called our fallen soldiers suckers and losers and has never wanted wounded veterans and amputees to attend military parades bc its a bad look,0,0,-0.8225,negative
"1623321066822156294 2023-02-08 14:01:16 +0000 <joemcph> @duty2warn MAGAs have no need for facts or science. Propaganda &amp; performative hysterics feeds its base &amp; accomplishes nothing for the country's pressing needs. MAGAs shovel paranoia to smear law enforcement &amp; others while they obstruct &amp; bury crimes by Barr &amp; Trump.  https://t.co/oBx829WAUS
",joemcph magas have no need for facts or science propaganda amp performative hysterics feeds its base amp accomplishes nothing for the countrys pressing needs magas shovel paranoia to smear law enforcement amp others while they obstruct amp bury crimes by barr amp trump,0,0,-0.7783,negative
"1622964295532265473 2023-02-07 14:23:35 +0000 <texannadeb> @FireTrumpToday @LloydHulburd Its actually comical to watch FOX so frustrated that there is nothing of substance to criticize about Joe Biden that all they can do is go after his between meal snacks. Maybe he should've had a 1,000 calorie Big Mac as the Donald did several times a day. A bucket of KFC perhaps?
",texannadeb its actually comical to watch fox so frustrated that there is nothing of substance to criticize about joe biden that all they can do is go after his between meal snacks maybe he shouldve had a calorie big mac as the donald did several times a day a bucket of kfc perhaps,0,0,-0.7886,negative
"1623298000188497925 2023-02-08 12:29:37 +0000 <pfrady> @mtgreenee Did you notice last night that in typical MAGA fashion, Republicans were booing facts last night. For example when Biden noted the level of debt incurred by Trump, Republicans booed.
",pfrady did you notice last night that in typical maga fashion republicans were booing facts last night for example when biden noted the level of debt incurred by trump republicans booed,0,0,-0.3612,negative
"1623698359805435905 2023-02-09 15:00:30 +0000 <toddxz> Trump Paints Ron DeSantis As Groomer In Blistering New Attack  https://t.co/P8AV6Ji1DU via @YouTube  #TrumpSuggestsDeSantiswasaPedo
",toddxz trump paints ron desantis as groomer in blistering new attack via trumpsuggestsdesantiswasapedo,0,0,-0.4767,negative
"1623347124111872000 2023-02-08 15:44:49 +0000 <oktaycivan06> @G_gelmekteolan şimdi anladınız mı Elon Musk neden Twitter ı satın aldı.bıden bize lazım.""Oslo  süreci mimarı""trump ta lazım.""ulusalcı""
",oktaycivan şimdi anladınız mı elon musk neden twitter ı satın aldıbıden bize lazımoslo süreci mimarıtrump ta lazımulusalcı,0,0,0.0,neutral
"1624017109922590720 2023-02-10 12:07:06 +0000 <melro52> How will he answer if at all? Pence receives subpoena from prosecutors examining Trump’s Jan. 6 role  https://t.co/JGo4WxCDbt
",melro how will he answer if at all pence receives subpoena from prosecutors examining trump’s jan role,0,0,0.0,neutral
"1622947847309258755 2023-02-07 13:18:14 +0000 <donadezi_Love_> @donald_dhuo 洋から和って感じですね☺️ いいなぁ😗😗
",donadezilove 洋から和って感じですね☺️ いいなぁ😗😗,0,0,0.0,neutral
"1623718963220983808 2023-02-09 16:22:22 +0000 <shell_loyd> Trump Paints Ron DeSantis As Groomer In Blistering New Attack  https://t.co/AIb5twDPpy via @YouTube
",shellloyd trump paints ron desantis as groomer in blistering new attack via,0,0,-0.4767,negative
"1622982820971835399 2023-02-07 15:37:12 +0000 <Rosa9973> @Durancasanova77 Pato Donald 😂😂
",rosa pato donald 😂😂,2,0,2.0,positive
"1624018783374385152 2023-02-10 12:13:45 +0000 <EligioAwiizotl> AP source: Pence subpoenaed by special counsel probing Trump (from @AP)  https://t.co/N9Qkw5tvrO
",eligioawiizotl ap source pence subpoenaed by special counsel probing trump from,0,0,0.4019,positive
"1623350863027740674 2023-02-08 15:59:40 +0000 <r_corgard> @Leviticus1337 @BadMedicalTakes You must have posted this same meme when all of LW twitter diagnosed Trump as having Alzheimer’s.
",rcorgard you must have posted this same meme when all of lw twitter diagnosed trump as having alzheimer’s,0,0,0.0,neutral
"1623299567478251521 2023-02-08 12:35:50 +0000 <Stevedubya1776> WATCH: Trump Responds to Biden‘s State of the Union Address  https://t.co/CZUMm82Eb1 via @BreitbartNews
",stevedubya watch trump responds to biden‘s state of the union address via,0,0,0.0,neutral
"1622988954625806338 2023-02-07 16:01:35 +0000 <4id4n_Mc> @ceeflashpee84 aaron donald. Do your thing gm patterson 🫡
",idnmc aaron donald do your thing gm patterson 🫡,0,0,0.0,neutral
"1623321693833007107 2023-02-08 14:03:46 +0000 <Chuck2165> Pentagon Won't Name Official Who Divulged Misleading Info About Chinese Spy Balloons During Trump Admin  https://t.co/LBao5HOqyL
",chuck pentagon wont name official who divulged misleading info about chinese spy balloons during trump admin,0,0,-0.4019,negative
"1622901608735469568 2023-02-07 10:14:30 +0000 <user_76_> @Ania93607644 I o takich wyborów walczy nasz dzielny Donald Tusk 🙂
",user i o takich wyborów walczy nasz dzielny donald tusk 🙂,0,0,0.0,neutral
"1623398551362408449 2023-02-08 19:09:10 +0000 <PaulPsHammer> @rp_polirea @RonDeSantisFL @realDonaldTrump I agree, but why can't Trump see attacking RDS like the left does when he hasn't even officially declared he is running is only destroying his legacy....one logical explanation is Trump is for Trump and I thought he was better then that TBH.
",paulpshammer i agree but why cant trump see attacking rds like the left does when he hasnt even officially declared he is running is only destroying his legacyone logical explanation is trump is for trump and i thought he was better then that tbh,0,0,0.7327,positive
"1623698530618511364 2023-02-09 15:01:11 +0000 <CultKrusher> @MichaeIArroyo @DocDeezWhat @Cpt_Fantabulous @Flattielover @LadyOfTheOcean1 @LordButters22 @OGApe12 @Resistenzanow @SnoJusticeDad @barnacles71 @proundpapaof3 @GodlessApe666 @RealDamnDean @GG_MacM13 @molonlabe642 @Harry_Bawlzak @ShayCormac_1 @ADirtyRottenDog @Fuckstration_ @KuchiTetrapod @ZWV134 @the_fake_ernest @anymonkey70 @1961mcruzer @2aHistory @Wanderinglord @medwoman1 @JackWhoElse @TreatHunterDog @Shadow8numbers @Blowitoutyourd1 @TheRussianMafi6 @BenMedia7 @OurBrandonWins @AnnoyedTaurus @322_45won @MegaManX1984 @gopisdirty @Commieslayer15 @L__instigateur @ReSISTERsam @BobbieAnnGRITS1 @MariaPinam27 @JCA_BelAir @DMashak @lightfighter24 @Winning4Him @LongTimeHistory @regularguyguns @Simply_Savage85 When did I ever say I voted for Trump? Stop assuming things about others and start asking who they actually support.
",cultkrusher when did i ever say i voted for trump stop assuming things about others and start asking who they actually support,0,0,0.128,positive
"1622974814100283394 2023-02-07 15:05:23 +0000 <soraAwesome2> @marianne_slvrst Sound accurate 😂 because you wont let me roast donald and shoot collector
",soraawesome sound accurate 😂 because you wont let me roast donald and shoot collector,1,0,0.6599999999999999,positive
"1623657160746971137 2023-02-09 12:16:47 +0000 <Genuinemuscle> @MSNBC I watch Fox News and MSNBC. Both are pure propaganda. One channel gave us Biden, crime, inflation and war in Europe, and the other gave us Trump and his bad personality.
",genuinemuscle i watch fox news and msnbc both are pure propaganda one channel gave us biden crime inflation and war in europe and the other gave us trump and his bad personality,0,0,-0.9169,negative
"1622977104361975816 2023-02-07 15:14:29 +0000 <marek_mosiewicz> @Morgenstern616 Nie słyszałem tego,  ale nie słyszałem również, że Kaczor Donald z Myszką Miki dobijali rannych.
",marekmosiewicz nie słyszałem tego ale nie słyszałem również że kaczor donald z myszką miki dobijali rannych,0,0,0.0,neutral
"1622910112615604225 2023-02-07 10:48:17 +0000 <MooseFullmetal> @comicsandroses The sequel is on there too I think. In the opening credits for The Stepfather Donald Westlake is credited which is how I found out and then looked it up
",moosefullmetal the sequel is on there too i think in the opening credits for the stepfather donald westlake is credited which is how i found out and then looked it up,0,0,0.6124,positive
"1623627428982841347 2023-02-09 10:18:39 +0000 <bowmanlee7777> Elon Musk is not smart. It's time ppl stop pretending that he is some kind of genius. Being rich doesn't make a person smart. Trump is another example of that.
",bowmanlee elon musk is not smart its time ppl stop pretending that he is some kind of genius being rich doesnt make a person smart trump is another example of that,0,0,-0.1818,negative
"1622996387834081285 2023-02-07 16:31:07 +0000 <bogdan607> @AdamBua jak już tu jesteś to powiedz co ci obiecał Donald Tusk? :)
",bogdan jak już tu jesteś to powiedz co ci obiecał donald tusk,0,0,0.0,neutral
"1623313146722062337 2023-02-08 13:29:48 +0000 <kevvwill> ""we didn't start and never wanted to fight"" would be some of the most reprehensible lying to ever emit from the mouth of a human until you remember her role in the Trump administration. Just a day's work for her.
",kevvwill we didnt start and never wanted to fight would be some of the most reprehensible lying to ever emit from the mouth of a human until you remember her role in the trump administration just a days work for her,0,0,-0.36,negative
"1622935220231061507 2023-02-07 12:28:03 +0000 <Michael46506945> @MaphangaSamkelo That pain it reminds me of Donald Ace Khuse leaving Sundowns for Chiefs I was not well the whole month this two they nearly caused me high blood I won't forgive them seriously
",michael that pain it reminds me of donald ace khuse leaving sundowns for chiefs i was not well the whole month this two they nearly caused me high blood i wont forgive them seriously,0,0,-0.6608,negative
"1623696302184796162 2023-02-09 14:52:19 +0000 <CrackerDaddy> Trump judge’s ruling could ban abortion pill across the US | Abortion | The Guardian  https://t.co/HprSrryaPK
",crackerdaddy trump judge’s ruling could ban abortion pill across the us abortion the guardian,0,0,-0.5574,negative
"1624001778088919043 2023-02-10 11:06:11 +0000 <AnarchistMary> @washingtonpost @byaaroncdavis Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623261894034305024 2023-02-08 10:06:08 +0000 <JointGuy126> Remember When @Mike_Pence was Honest? When he told the truth and had a backbone? This Clip should be everywhere - on Repeat! #Share   Pence: Trump Kept His Word to the American People  https://t.co/861tT5Yv31
",jointguy remember when was honest when he told the truth and had a backbone this clip should be everywhere on repeat share pence trump kept his word to the american people,0,0,0.7783,positive
"1622990574033805313 2023-02-07 16:08:01 +0000 <AnarchistMary> @AustinScottGA08 @HouseAgGOP @CongressmanGT Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1622936212532080640 2023-02-07 12:32:00 +0000 <SilverL1n1ng> A man of ability and the desire to accomplish something can do anything.  - Donald Kircher
",silverlnng a man of ability and the desire to accomplish something can do anything donald kircher,0,0,0.7783,positive
"1622977035843915777 2023-02-07 15:14:13 +0000 <BennyFsBurner> @matthewbasedgod @BringLemons @PlayersTribune @TrainwreckSprts @JLPegula Shes a billionaire, which was probably eating and exercising as well as one could have expected.  Billionaires dont live unhealthy lives.  Hell even Donald’s heart still working, somehow.
",bennyfsburner shes a billionaire which was probably eating and exercising as well as one could have expected billionaires dont live unhealthy lives hell even donald’s heart still working somehow,0,0,-0.1838,negative
"1624005248682455041 2023-02-10 11:19:58 +0000 <TinaSigmon5> Woman sentenced after fraudulently obtaining COVID-19 relief loan, using it for Trump resort trip and plastic surgery  https://t.co/EebB4irhH0
",tinasigmon woman sentenced after fraudulently obtaining covid relief loan using it for trump resort trip and plastic surgery,0,0,0.4588,positive
"1623325015147008005 2023-02-08 14:16:58 +0000 <HitNRun80373739> @elonmusk @HillaryClinton I'd love to see my tweets again, that one and the 9/11 memorial about @HillaryClinton and @ChrisChristie and their Pagans and the Ft Dix 6 suddenly turned 5. 4 decades asking help while being screwed with and silenced and by what Trump called ""dirty cops"" who helped them too!
",hitnrun id love to see my tweets again that one and the memorial about and and their pagans and the ft dix suddenly turned decades asking help while being screwed with and silenced and by what trump called dirty cops who helped them too,0,0,0.2023,positive
"1624013718903300098 2023-02-10 11:53:37 +0000 <Harvard1988> @SWinstonWolkoff 🚨Prediction  In the coming days/weeks ahead, we will all witness the first indictment of TRUMP. Question: Which of the three (3) jurisdictions will be the first one to indict Donald Trump? 1) #JackSmith   2) @FaniforDA  or  3) @ManhattanDA    #MajorFlightRisk 🇺🇸
",harvard 🚨prediction in the coming daysweeks ahead we will all witness the first indictment of trump question which of the three jurisdictions will be the first one to indict donald trump jacksmith or majorflightrisk 🇺🇸,0,0,0.0,neutral
"1623460723157245953 2023-02-08 23:16:13 +0000 <brodonculous> @TeresaH89896072 @MichaelWConger @PuraFutbol @MeidasTouch Never stood up for him lol. It's funny how your unwavering support of Trump makes you think we have the same level of support for Biden. Nobody on the left likes him.
",brodonculous never stood up for him lol its funny how your unwavering support of trump makes you think we have the same level of support for biden nobody on the left likes him,0,0,0.9169,positive
"1623271939346247680 2023-02-08 10:46:03 +0000 <CicchinoMart> Sarah Huckabee Sanders trashed for claiming she felt like she was in the military on a trip with Trump  https://t.co/rRbDBb1MrL
",cicchinomart sarah huckabee sanders trashed for claiming she felt like she was in the military on a trip with trump,0,0,0.3612,positive
"1622940187256037377 2023-02-07 12:47:48 +0000 <PandaReal12> Rupert Russell Donald Alick Rupert Russell Donald Alick Lorraine Pullman  https://t.co/yCtDER6bx2
",pandareal rupert russell donald alick rupert russell donald alick lorraine pullman,0,0,0.0,neutral
"1622990440394792963 2023-02-07 16:07:29 +0000 <AnarchistMary> @LouDobbs @AustinScottGA08 Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623399909926879234 2023-02-08 19:14:34 +0000 <BlueEmraldY5> @OnyxDaWolf Bruh I swear he's only slightly better than trump 💀
",blueemraldy bruh i swear hes only slightly better than trump 💀,0,1,-0.6585,negative
"1622978179131482114 2023-02-07 15:18:46 +0000 <AnarchistMary> @NormaJTorres @POTUS Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623327189977513985 2023-02-08 14:25:36 +0000 <ConcernedGirl17> @NikkiHaley Not you who sold herself respect to Trump.
",concernedgirl not you who sold herself respect to trump,0,0,0.4767,positive
"1623377009450618889 2023-02-08 17:43:34 +0000 <MarkLar08907865> @ShellenbergerMD And all Germany and ignorant liberals had to do was, listen to Trump. 😂  Somehow, this all seems to be suspicious as hell.  Germany knowingly collaborated with Russia on North Stream, as if it was a good idea to rely on Russia for 80% of their energy needs.  Strange days
",marklar and all germany and ignorant liberals had to do was listen to trump 😂 somehow this all seems to be suspicious as hell germany knowingly collaborated with russia on north stream as if it was a good idea to rely on russia for of their energy needs strange days,1,0,0.28159999999999996,positive
"1623717672591450112 2023-02-09 16:17:15 +0000 <MarkEdwardJose1> Just leaving this here without comment. Trump put nearly $1 million of donor money into his own pockets.  https://t.co/I59JWnGnfS via @HuffPostPol
",markedwardjose just leaving this here without comment trump put nearly million of donor money into his own pockets via,0,0,0.0,neutral
"1623671332322811904 2023-02-09 13:13:06 +0000 <Hey_Bear__> @POTUS The thing about being a leader is actually admitting when you messed up. Haven't seen or heard it from you at all. You're as big a liar and fraud as Trump is.
",heybear the thing about being a leader is actually admitting when you messed up havent seen or heard it from you at all youre as big a liar and fraud as trump is,0,0,-0.8591,negative
"1622981008441090048 2023-02-07 15:30:00 +0000 <AmericanVoice14> Donald Trump Has Just captured D.C' attention   https://t.co/T9eNuh2qM9
",americanvoice donald trump has just captured dc attention,0,0,0.0,neutral
"1623464106601721856 2023-02-08 23:29:40 +0000 <lourivbb> @HouseGOP Trump said it never existed.. REBUPLICANS ARE AMERICA'S REAL ENEMY AS SEEN ON JAN 6TH
",lourivbb trump said it never existed rebuplicans are americas real enemy as seen on jan th,0,0,-0.5423,negative
"1622994688700456961 2023-02-07 16:24:22 +0000 <Wearablez> @MickGreenhough The channel will disappear.  With the removal of truth speakers like @MarkSteynOnline, @GBNEWS might now be able to attract commercial advertisers.  But audiences will be minuscule and dwindling, so advertisers will drift away to other platforms.  @GBNEWS is Donald-Ducked
",wearablez the channel will disappear with the removal of truth speakers like might now be able to attract commercial advertisers but audiences will be minuscule and dwindling so advertisers will drift away to other platforms is donaldducked,0,0,0.4019,positive
"1623332133921034241 2023-02-08 14:45:15 +0000 <NumbersMean> @ThomasG42999388 @EspenDidriksen2 @ACTforAmerica 7 million means it's down from Trump.
",numbersmean million means its down from trump,0,0,0.0,neutral
"1622930245128011776 2023-02-07 12:08:17 +0000 <MeTr32475840> @donald_PL_ 99% firm i tak nie będzie dodawało robali, bo są drogie, debile myślą, że każda firma zacznie od tak dodawać robale.
",metr firm i tak nie będzie dodawało robali bo są drogie debile myślą że każda firma zacznie od tak dodawać robale,0,0,0.0,neutral
"1623369697856000010 2023-02-08 17:14:31 +0000 <bailysisland> @OwlGuadalupe1 @MarshaBlackburn Trump capped insulin! Wages aren't keeping up with inflation, people have less money today than ever, prices are up on everything, these last two years were bad ones for Americans!
",bailysisland trump capped insulin wages arent keeping up with inflation people have less money today than ever prices are up on everything these last two years were bad ones for americans,0,0,-0.5423,negative
"1622998530037280768 2023-02-07 16:39:38 +0000 <foldmuzic> Donald – I Miss You ft. Dr Moruti &amp; Dee Cee 🔥 ❤️  🎶  https://t.co/juHSEQYOQE
",foldmuzic donald – i miss you ft dr moruti amp dee cee 🔥 ❤️ 🎶,1,0,0.8469,positive
"1623315053578448896 2023-02-08 13:37:23 +0000 <mobamo0714> @The_Trump_Train #SOTU speech lies: rich is not paying enough, republican is cutting Medicare Medicaid SS.. “We know they are lying, they know they are lying, they know we know they are lying, we know they know we know they are lying, but they are still lying.” – from Solzhenitsyn
",mobamo sotu speech lies rich is not paying enough republican is cutting medicare medicaid ss “we know they are lying they know they are lying they know we know they are lying we know they know we know they are lying but they are still lying” – from solzhenitsyn,0,0,-0.7684,negative
"1623324116026634240 2023-02-08 14:13:23 +0000 <shaunmyers70> President Trump's Response to the State of the Union  https://t.co/uHHSUGQ4O5
",shaunmyers president trumps response to the state of the union,0,0,0.0,neutral
"1623336818661031936 2023-02-08 15:03:52 +0000 <DanielLenn3> @NickAdamsinUSA The Trump Crome family has active longer than Biden family. With failed business after business
",daniellenn the trump crome family has active longer than biden family with failed business after business,0,0,-0.1531,negative
"1623338683255468035 2023-02-08 15:11:16 +0000 <exagerationsor> @MarshaBlackburn Huckabee addresses Trump presidential campaign. Time for a new younger generation of republicans, the choice is between crazy and normal. We agree we need a new Republican leadership. TN strong 💪
",exagerationsor huckabee addresses trump presidential campaign time for a new younger generation of republicans the choice is between crazy and normal we agree we need a new republican leadership tn strong 💪,0,0,0.5267,positive
"1623336702130487297 2023-02-08 15:03:24 +0000 <Genie2ofBaghdad> I just signed a @commoncause petition: Fire Donald Trump's handpicked Postmaster General Louis DeJoy. Sign here:  https://t.co/A2dwKHkJrX
",genieofbaghdad i just signed a petition fire donald trumps handpicked postmaster general louis dejoy sign here,0,0,-0.34,negative
"1623706877208203264 2023-02-09 15:34:21 +0000 <sweetnonnie> Trump offers DNA sample in rape case -- but legal experts think he's 'playing a game'  https://t.co/XxZ5LEKmC8
",sweetnonnie trump offers dna sample in rape case but legal experts think hes playing a game,0,0,0.0258,positive
